Los transistores pertenecen a la generación de computadores ...;a. Tercera. b. Primera. c. Cuarta. d. Segunda.;d
En una memoria:;a. Tenemos tantos bits almacenados como 2 elevado al número de líneas. b. La cantidad total de datos almacenada es potencia de 2. c. En cada posición de memoria hay almacenado un dato útil. d. El número de posiciones de memoria es 2 elevado al número de bits de su entrada de datos.;b
Como estudiantes recién graduados, en nuestro primer trabajo, nos piden diseñar una computadora para un sistema empotrado, ¿qué tipo de arquitectura recomendarías utilizar?;a. Un Macintosh. b. Harvard. c. Von Neumann. d. Un servidor Windows.;b
Respecto a la arquitectura de un computador:;a. Es von Neumann si el bus de datos y el de instrucciones es compartido. b. Es Harvard si los datos y el control comparten bus. c. Es Harvard si las instrucciones tienen el mismo tamaño que los datos y viajan por el mismo bus. d. Es Harvard si el ancho de palabra no es igual al tamaño de instrucción.;a
Una memoria volátil se caracteriza por ...;a. Parte del computador donde se almacenan datos. b. Se pierde la información si se interrumpe el flujo eléctrico. c. No necesitar energía para perdurar. d. Ninguna de las otras respuestas.;b
Indica la respuesta verdadera:;a. El ENIAC fue el primer computador de la historia. b. El ábaco es el primer computador de la historia. c. La máquina analítica de Babbage fue el primer computador de la historia. d. Ninguna de las otras respuestas.;d
La unidad mínima de información que se puede representar en un ordenador es:;a. El bit. b. El byte. c. La palabra. d. El nibble.;a
Indica cuál de las siguientes afirmaciones es correcta:;a. Un computador Harvard tiene un bus de datos compartido con instrucciones. b. Un computador von Neumann tiene un bus de datos separado del de instrucciones. c. Un computador Harvard tiene memoria de datos separada de la de instrucciones. d. Ninguna de las otras respuestas.;c
En el formato de representación en coma flotante IEEE 754 de simple precisión:;a. El exponente tiene 8 bits y la mantisa 23 bits. b. El exponente tiene 11 bits y la mantisa 52 bits. c. El exponente tiene 8 bits y la mantisa 24 bits. d. El exponente tiene 11 bits y la mantisa 53 bits.;a
La ley de Moore establece que:;a. El número de transistores en un microprocesador se duplica cada 18-24 meses. b. La velocidad de los procesadores se duplica cada 18-24 meses. c. El coste de los transistores se duplica cada 18-24 meses. d. El consumo de energía se reduce a la mitad cada 18-24 meses.;a
El registro PC (Program Counter) contiene:;a. La instrucción que se está ejecutando. b. La dirección de la siguiente instrucción a ejecutar. c. El estado del procesador. d. El resultado de la última operación.;b
La memoria caché se utiliza para:;a. Aumentar la capacidad de almacenamiento del disco duro. b. Reducir el tiempo de acceso a la memoria principal. c. Almacenar permanentemente los datos del usuario. d. Ninguna de las otras respuestas.;b
Un sistema operativo es:;a. Un programa que gestiona los recursos del hardware y provee servicios a los programas de aplicación. b. Un conjunto de circuitos electrónicos. c. Un dispositivo de entrada/salida. d. Un tipo de memoria.;a
La ALU (Arithmetic Logic Unit) se encarga de:;a. Controlar el flujo de datos. b. Realizar operaciones aritméticas y lógicas. c. Almacenar instrucciones. d. Gestionar la memoria.;b
El bus de direcciones:;a. Transmite los datos entre la CPU y la memoria. b. Indica la dirección de memoria o dispositivo de E/S con el que la CPU quiere comunicarse. c. Transmite las señales de control. d. Es bidireccional.;b
En un sistema de numeración posicional, el valor de un dígito depende de:;a. Su posición dentro del número. b. Su valor absoluto solamente. c. El número de dígitos totales. d. La base del sistema únicamente.;a
El código ASCII se utiliza para:;a. Representar números en coma flotante. b. Representar caracteres alfanuméricos. c. Comprimir datos. d. Encriptar información.;b
Una interrupción es:;a. Un fallo en el hardware. b. Una señal enviada a la CPU para detener su ejecución actual y atender un evento. c. Un tipo de instrucción de salto. d. El proceso de apagar el computador.;b
El ciclo de instrucción comprende las fases de:;a. Búsqueda y Ejecución. b. Lectura y Escritura. c. Entrada y Salida. d. Compilación y Enlace.;a
La jerarquía de memoria busca:;a. Maximizar la capacidad y minimizar el coste y tiempo de acceso. b. Minimizar la capacidad y maximizar la velocidad. c. Usar solo memoria caché. d. Usar solo discos duros.;a
Un periférico de entrada es:;a. El monitor. b. La impresora. c. El teclado. d. Los altavoces.;c
La memoria ROM es:;a. Volátil y de lectura/escritura. b. No volátil y de solo lectura. c. Volátil y de solo lectura. d. No volátil y de lectura/escritura.;b
El sistema binario utiliza los dígitos:;a. 0 a 9. b. 0 y 1. c. 0 a 7. d. 0 a F.;b
Un Gigabyte (GB) equivale a:;a. 1024 Megabytes. b. 1000 Megabytes. c. 1024 Kilobytes. d. 1000 Kilobytes.;a
La frecuencia de reloj de una CPU se mide en:;a. Bytes. b. Herzios (Hz). c. Julios. d. Bits por segundo.;b
El chipset es:;a. Un conjunto de chips que gestionan el flujo de datos entre los componentes de la placa base. b. El ventilador del procesador. c. La fuente de alimentación. d. El disco duro.;a
Un puerto USB permite:;a. Conectar periféricos al computador. b. Aumentar la memoria RAM. c. Refrigerar el sistema. d. Conectar el computador a la corriente eléctrica.;a
La BIOS es:;a. Un sistema operativo completo. b. Un firmware que inicializa el hardware durante el arranque. c. Un programa de edición de texto. d. Un virus informático.;b
El código máquina es:;a. Un lenguaje de alto nivel. b. El lenguaje que entiende directamente el hardware de la CPU. c. Un lenguaje de script. d. Un lenguaje ensamblador.;b
Un compilador traduce:;a. Código máquina a ensamblador. b. Código fuente de alto nivel a código máquina. c. Código máquina a código fuente. d. Texto a voz.;b
La memoria virtual permite:;a. Ejecutar programas más grandes que la memoria física disponible. b. Aumentar la velocidad del procesador. c. Almacenar datos en la nube. d. Reducir el consumo de energía.;a
Un bus de datos de 32 bits puede transmitir:;a. 32 bytes a la vez. b. 32 bits a la vez. c. 32 instrucciones a la vez. d. 32 direcciones a la vez.;b
La arquitectura CISC se caracteriza por:;a. Tener un conjunto reducido de instrucciones simples. b. Tener un conjunto amplio de instrucciones complejas. c. No utilizar memoria caché. d. Ser más rápida que RISC en todos los casos.;b
La arquitectura RISC se caracteriza por:;a. Instrucciones de longitud variable. b. Instrucciones simples y de longitud fija. c. Mayor complejidad en el hardware que CISC. d. Menor número de registros.;b
El pipelining (segmentación) permite:;a. Ejecutar múltiples instrucciones simultáneamente en diferentes etapas. b. Aumentar el tamaño de la memoria. c. Reducir la frecuencia de reloj. d. Eliminar las interrupciones.;a
Un procesador multicore tiene:;a. Un solo núcleo de procesamiento. b. Múltiples núcleos de procesamiento en un solo chip. c. Múltiples chips en la placa base. d. Ninguna de las anteriores.;b
La latencia de memoria es:;a. La cantidad de datos transferidos por segundo. b. El tiempo que transcurre desde que se solicita un dato hasta que se recibe. c. El tamaño de la memoria. d. La frecuencia de reloj de la memoria.;b
El ancho de banda de memoria es:;a. El tiempo de acceso. b. La cantidad de datos que pueden transferirse por unidad de tiempo. c. El número de pines del módulo de memoria. d. La capacidad total de almacenamiento.;b
